MAILING_NAME,MAILING_ID,REPORT_ID,INTERVAL,ORIGINAL_HARD_BOUNCE,FORWARD_HARD_BOUNCE,ORIGINAL_SOFT_BOUNCE,FORWARD_SOFT_BOUNCE,ORIGINAL_GROSS_FORWARD,FORWARD_GROSS_FORWARD,ORIGINAL_GROSS_CONVERSION,FORWARD_GROSS_CONVERSION,OPT_IN,OPT_OUT,ORIGINAL_GROSS_CLICKSTREAM,FORWARD_GROSS_CLICKSTREAM,ORIGINAL_GROSS_CLICK_ALL,FORWARD_GROSS_CLICK_ALL,ORIGINAL_GROSS_DOCUMENT,FORWARD_GROSS_DOCUMENT,ORIGINAL_GROSS_MEDIA,FORWARD_GROSS_MEDIA,ORIGINAL_GROSS_OPEN_HTML,FORWARD_GROSS_OPEN_HTML,ORIGINAL_GROSS_OPEN_AOL,FORWARD_GROSS_OPEN_AOL,ORIGINAL_GROSS_OPEN_TEXT,FORWARD_GROSS_OPEN_TEXT,ORIGINAL_GROSS_OPEN_WEB,FORWARD_GROSS_OPEN_WEB,ORIGINAL_GROSS_CLICK_HTML,FORWARD_GROSS_CLICK_HTML,ORIGINAL_GROSS_CLICK_AOL,FORWARD_GROSS_CLICK_AOL,ORIGINAL_GROSS_CLICK_TEXT,FORWARD_GROSS_CLICK_TEXT,ORIGINAL_GROSS_CLICK_WEB,FORWARD_GROSS_CLICK_WEB
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 00:15:00.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 00:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 00:45:00.0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 03:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 01:15:00.0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 01:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 01:45:00.0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 02:00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 02:15:00.0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 02:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 02:45:00.0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 03:00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 03:15:00.0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 06:00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 03:45:00.0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 04:00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 04:15:00.0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 04:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 04:45:00.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 05:00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 05:15:00.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 05:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 05:45:00.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 08:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 06:15:00.0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 06:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 06:45:00.0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 07:00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 07:15:00.0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 07:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 07:45:00.0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 08:00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 08:15:00.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 11:00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 08:45:00.0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 09:00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 09:15:00.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 09:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 09:45:00.0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 10:00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 10:15:00.0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 10:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 10:45:00.0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 13:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 11:15:00.0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 11:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 11:45:00.0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 12:00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 12:15:00.0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 12:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 12:45:00.0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 13:00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 13:15:00.0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 16:00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 13:45:00.0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 14:00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 14:15:00.0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 14:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 14:45:00.0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 15:00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 15:15:00.0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 15:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 15:45:00.0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 18:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 16:15:00.0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 16:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 16:45:00.0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 17:00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 17:15:00.0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 17:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 17:45:00.0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 18:00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 18:15:00.0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 21:00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 18:45:00.0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 19:00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 19:15:00.0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 19:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 19:45:00.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 20:00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 20:15:00.0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 20:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 20:45:00.0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 23:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 21:15:00.0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 21:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 21:45:00.0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 22:00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 22:15:00.0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 22:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 22:45:00.0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 23:00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 23:15:00.0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-21 02:00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-20 23:45:00.0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-21 00:00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-21 00:15:00.0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-21 00:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-21 00:45:00.0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-21 01:00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-21 01:15:00.0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-21 01:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-21 01:45:00.0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-21 04:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-21 02:15:00.0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-21 02:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-21 02:45:00.0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-21 03:00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-21 03:15:00.0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-21 03:30:00.0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-21 03:45:00.0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-21 04:00:00.0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL - OnePuttPro - 2026 - Sep 12 (1),25884371,3401019138,2026-09-21 04:15:00.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
